,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
49882,NONEFFECTIVE,49886,21,9.195390402320531e-10,5.779875186021915e-10,2.3255603086250245e-07,11,0,0,0,0,0,0,0,4,12of12inf
49883,NONELASTIC,49887,1,4.378757334438349e-11,7.230484637988401e-12,7.721687055925081e-09,1,0,0,0,0,0,0,0,4,12of12inf
49884,NONELECTING,49888,648,2.83743475271605e-08,7.492796486285669e-09,8.038871782534294e-07,223,0,0,0,0,0,0,0,4,10K_2010
49885,NONELECTIVE,49889,27863,1.2200531560945571e-06,3.680276076997138e-07,1.8404143043001508e-05,1814,0,0,0,0,0,0,0,4,10K_2008
49886,NONELECTRIC,49890,1626,7.119859425796756e-08,6.244385078302538e-08,7.630165561072352e-06,264,0,0,0,0,0,0,0,4,12of12inf
49887,NONELECTRICAL,49891,52,2.276953813907941e-09,1.057328715488835e-09,2.2397613950785935e-07,39,0,0,0,0,0,0,0,5,12of12inf
49888,NONELIGIBILITY,49892,474,2.0755309765237774e-08,9.560725036864783e-09,1.0492049638999862e-06,217,0,0,0,0,0,0,0,7,10K_2010
49889,NONEMBEDDED,49893,35,1.5325650670534222e-09,6.080391948506993e-10,1.626839933158116e-07,35,0,0,0,0,0,0,0,4,10K_2018
49890,NONEMERGENCY,49894,356,1.5588376110600524e-08,5.198631271881827e-09,8.563499317860007e-07,146,0,0,0,0,0,0,0,5,10K_2018
49891,NONEMPLOYEE,49895,106996,4.685095197555656e-06,4.066225682803283e-06,5.587286713655298e-05,34687,0,0,0,0,0,0,0,4,10K_2008
49892,NONEMPLOYEES,49896,26337,1.153233319171028e-06,1.1492807984041183e-06,1.4364054177001786e-05,15563,0,0,0,0,0,0,0,4,10K_2008
49893,NONENERGY,49897,207,9.064027682287385e-09,5.744123795874644e-09,9.594002216928833e-07,116,0,0,0,0,0,0,0,4,10K_2018
49894,NONENFORCEABLE,49898,98,4.291182187749582e-09,2.54145060361544e-09,4.0871337598507017e-07,75,0,0,0,0,0,0,0,5,12of12inf
49895,NONENGAGEMENT,49899,2,8.757514668876698e-11,3.151053576191485e-11,2.4236892596993324e-08,2,0,0,0,0,0,0,0,4,10K_2018
49896,NONENGINE,49900,4,1.7515029337753396e-10,1.363757712025686e-10,8.165258216567038e-08,4,0,0,0,0,0,0,0,3,10K_2018
49897,NONENHANCED,49901,14,6.130260268213689e-10,4.984308761301858e-10,2.329112607529293e-07,7,0,0,0,0,0,0,0,3,10K_2018
49898,NONENTITIES,49902,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
49899,NONENTITY,49903,8,3.5030058675506787e-10,8.387076632378294e-11,4.58670020732409e-08,6,0,0,0,0,0,0,0,4,12of12inf
49900,NONEQUIPMENT,49904,37,1.6201402137421891e-09,1.985370751693467e-09,5.195047769084308e-07,32,0,0,0,0,0,0,0,4,10K_2018
49901,NONEQUITY,49905,2426,1.0622865293347437e-07,1.255505162841651e-07,1.0299668048101209e-05,1588,0,0,0,0,0,0,0,4,10K_2010
49902,NONEQUIVALENT,49906,2,8.757514668876698e-11,3.262495298970749e-11,2.5755330213826682e-08,2,0,0,0,0,0,0,0,5,12of12inf
49903,NONEQUIVALENTS,49907,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
49904,NONESSENTIAL,49908,2753,1.2054718941708778e-07,1.3396867494310698e-07,5.658413868254835e-06,1840,0,0,0,0,0,0,0,4,12of12inf
49905,NONESUCH,49909,234,1.0246292162585738e-08,4.934375018782211e-09,6.15819516632888e-07,97,0,0,0,0,0,0,0,2,12of12inf
49906,NONESUCHES,49910,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
49907,NONETHANOL,49911,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,10K_2018
49908,NONETHELESS,49912,91963,4.026836607469539e-06,2.9477742469013463e-06,2.121855641432116e-05,65327,0,0,0,0,0,0,0,3,12of12inf
49909,NONEVENT,49913,28,1.2260520536427375e-09,2.143788504507412e-09,6.215686855979469e-07,27,0,0,0,0,0,0,0,3,12of12inf
49910,NONEVENTS,49914,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
49911,NONEXCHANGE,49915,742,3.249037942153255e-08,3.933021761264236e-08,2.774577028830062e-06,595,0,0,0,0,0,0,0,0,10K_2014
49912,NONEXCHANGEABLE,49916,136,5.9551099748361555e-09,6.017092719744814e-09,1.04127442310339e-06,70,0,0,0,0,0,0,0,5,12of12inf
49913,NONEXCLUDED,49917,1421,6.222214172236895e-08,1.8046232854906942e-08,1.2917789274482307e-06,1069,0,0,0,0,0,0,0,4,10K_2010
49914,NONEXCLUSIONARY,49918,11,4.816633067882184e-10,1.2591122457895832e-09,5.75630789267222e-07,9,0,0,0,0,0,0,0,6,10K_2018
49915,NONEXCLUSIVE,49919,65590,2.872026935658113e-06,1.6502038082672371e-06,1.634307940794906e-05,36913,0,0,0,0,0,0,0,4,12of12inf
49916,NONEXCLUSIVELY,49920,467,2.044879675182709e-08,1.4909378386878877e-08,2.245055617777204e-06,282,0,0,0,0,0,0,0,0,10K_2014
49917,NONEXCLUSIVITY,49921,7301,3.1969307298734385e-07,1.7102367078758828e-07,3.5927072672063725e-06,4790,0,0,0,0,0,0,0,6,10K_2018
49918,NONEXECUTIVE,49922,2104,9.212905431658289e-08,5.734307865585163e-08,2.7838450542561937e-06,1169,0,0,0,0,0,0,0,5,10K_2010
49919,NONEXEMPT,49923,4858,2.12720031307015e-07,1.1128599977234553e-07,7.3542747772320814e-06,2862,0,0,0,0,0,0,0,3,12of12inf
49920,NONEXEMPTS,49924,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
49921,NONEXERCISABLE,49925,673,2.9469036860770093e-08,2.5240306686045337e-08,2.3022682343107164e-06,394,0,0,0,0,0,0,0,6,10K_2010
49922,NONEXERCISE,49926,1280,5.6048093880810874e-08,2.3632273772179577e-08,1.7341654211601946e-06,836,0,0,0,0,0,0,0,4,10K_2010
49923,NONEXERCISED,49927,532,2.3294989019212022e-08,9.355344958075384e-09,7.013569780504558e-07,363,0,0,0,0,0,0,0,0,10K_2014
49924,NONEXISTENCE,49928,2643,1.1573055634920557e-07,5.4442138715573874e-08,2.2330026594904004e-06,1901,0,0,0,0,0,0,0,4,12of12inf
49925,NONEXISTENCES,49929,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
49926,NONEXISTENT,49930,2984,1.3066211885964033e-07,1.571031507983037e-07,6.506537780138558e-06,2509,0,0,0,0,0,0,0,4,12of12inf
49927,NONEXISTING,49931,21,9.195390402320531e-10,1.0895352109754975e-09,3.998732518732176e-07,17,0,0,0,0,0,0,0,4,10K_2018
49928,NONEXPLOSIVE,49932,2,8.757514668876698e-11,8.976764124871705e-11,7.864580794459778e-08,2,0,0,0,0,0,0,0,4,12of12inf
49929,NONEXPLOSIVES,49933,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
49930,NONEXTENSION,49934,717,3.1395690087922965e-08,1.5346591621185807e-08,1.4485314611115196e-06,290,0,0,0,0,0,0,0,4,10K_2010
49931,NONFACTOR,49935,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
49932,NONFACTUAL,49936,26,1.1384769069539707e-09,1.016924442045749e-09,3.860787892408998e-07,20,0,0,0,0,0,0,0,4,12of12inf
49933,NONFADING,49937,3,1.3136272003315047e-10,6.544537996940087e-11,4.499842021840277e-08,3,0,0,0,0,0,0,0,3,12of12inf
49934,NONFARM,49938,12339,5.402948674963479e-07,4.87951685784192e-07,1.9900675364049115e-05,3450,0,0,0,0,0,0,0,2,10K_2010
49935,NONFAT,49939,500,2.1893786672191747e-08,2.9379810092911466e-08,4.266095472342552e-06,158,0,0,0,0,0,0,0,2,12of12inf
49936,NONFATAL,49940,379,1.6595490297521343e-08,7.487252603780772e-09,7.283073785856717e-07,198,0,0,0,0,0,0,0,3,12of12inf
49937,NONFATTENING,49941,44,1.9266532271528736e-09,7.663085846134349e-09,3.185332613135557e-06,11,0,0,0,0,0,0,0,4,12of12inf
49938,NONFEASANCE,49942,1489,6.519969670978703e-08,3.964742993153509e-08,2.457408465432461e-06,889,0,0,0,2011,0,0,0,3,10K_2010
49939,NONFEDERAL,49943,330,1.4449899203646553e-08,7.267538726139105e-09,7.310190448404181e-07,243,0,0,0,0,0,0,0,4,10K_2018
49940,NONFEE,49944,144,6.3054105615912234e-09,7.305080160989895e-09,8.941234212009069e-07,143,0,0,0,0,0,0,0,2,10K_2018
49941,NONFERROUS,49945,9775,4.280235294413486e-07,3.965464711473888e-07,1.8152158402301917e-05,1855,0,0,0,0,0,0,0,3,12of12inf
49942,NONFICTION,49946,629,2.754238363361721e-08,1.928103330186615e-08,1.576600615275718e-06,293,0,0,0,0,0,0,0,3,12of12inf
49943,NONFICTIONAL,49947,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
49944,NONFICTIONS,49948,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
49945,NONFIDUCIARY,49949,996,4.361242305100596e-08,1.5032965751941788e-08,9.223480970425154e-07,583,0,0,0,2011,0,0,0,6,10K_2010
49946,NONFILM,49950,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,10K_2018
49947,NONFINAL,49951,45,1.970440800497257e-09,1.0228053231353354e-09,3.323776986178844e-07,32,0,0,0,0,0,0,0,3,10K_2018
49948,NONFINANCIAL,49952,152834,6.692229984515506e-06,6.555685387368299e-06,4.320893710210233e-05,61398,0,0,0,0,0,0,0,4,10K_2008
49949,NONFINANCING,49953,165,7.224949601823276e-09,5.075365648997244e-09,6.704259065061982e-07,145,0,0,0,0,0,0,0,4,10K_2018
49950,NONFIRM,49954,499,2.1849999098847362e-08,1.7613523063313352e-08,2.5313088317970823e-06,206,0,0,0,0,0,0,0,2,10K_2010
49951,NONFIXED,49955,45,1.970440800497257e-09,7.11590817509177e-10,1.658789774240997e-07,37,0,0,0,0,0,0,0,2,10K_2018
49952,NONFLAMMABLE,49956,111,4.860420641226568e-09,3.267567416564068e-09,4.3850445972692213e-07,110,0,0,0,0,0,0,0,4,12of12inf
49953,NONFLASH,49957,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,10K_2018
49954,NONFLEET,49958,1,4.378757334438349e-11,3.8860930753664815e-11,4.1500945096435165e-08,1,0,0,0,0,0,0,0,2,10K_2018
49955,NONFLOWERING,49959,6,2.627254400663009e-10,6.268579043920934e-10,3.865217276206814e-07,3,0,0,0,0,0,0,0,4,12of12inf
49956,NONFLUCTUATING,49960,3,1.3136272003315047e-10,1.0694884713723608e-10,6.689768448790171e-08,3,0,0,0,0,0,0,0,5,12of12inf
49957,NONFLYING,49961,4,1.7515029337753396e-10,3.488456273361596e-11,2.169959926326621e-08,4,0,0,0,0,0,0,0,3,12of12inf
49958,NONFOCUS,49962,89,3.897094027650131e-09,2.1975642012511997e-09,6.165631494673011e-07,24,0,0,0,0,0,0,0,3,10K_2018
49959,NONFOCUSED,49963,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
49960,NONFOOD,49964,1375,6.02079133485273e-08,6.959566688069867e-08,5.599613282884924e-06,530,0,0,0,0,0,0,0,2,12of12inf
49961,NONFOODS,49965,26,1.1384769069539707e-09,1.7913580292706507e-09,8.0709990529836e-07,24,0,0,0,0,0,0,0,2,12of12inf
49962,NONFOOTWEAR,49966,27,1.182264480298354e-09,1.8797862945144333e-09,5.767875093511974e-07,18,0,0,0,0,0,0,0,3,10K_2018
49963,NONFORFEITABILITY,49967,1430,6.261622988246839e-08,2.5995984158314436e-08,1.7230517342597377e-06,653,0,0,0,2011,0,0,0,7,10K_2010
49964,NONFORFEITABLE,49968,76024,3.3289064759334103e-06,1.775375859661628e-06,2.1884263897769755e-05,25214,0,0,0,2009,0,0,0,5,10K_2008
49965,NONFORFEITURE,49969,479,2.097424763195969e-08,1.3678587816443104e-08,1.6566930937907705e-06,272,0,0,0,2011,0,0,0,4,10K_2010
49966,NONFREEZING,49970,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
49967,NONFREIGHT,49971,27,1.182264480298354e-09,4.439300252611614e-09,1.316236901416272e-06,20,0,0,0,0,0,0,0,2,10K_2018
49968,NONFUEL,49972,5422,2.374162226732473e-07,1.8722297156913346e-07,1.9821475092750844e-05,742,0,0,0,0,0,0,0,2,10K_2010
49969,NONFULFILLMENT,49973,5820,2.548436768643119e-07,1.1135922470820475e-07,3.5399991851599426e-06,2748,0,0,0,0,0,0,0,4,10K_2008
49970,NONFUNCTIONAL,49974,5620,2.460861621954353e-07,2.132491048562141e-07,6.384964740482775e-06,3572,2009,0,0,0,0,0,0,4,12of12inf
49971,NONFUNDED,49975,652,2.854949782053804e-08,1.7465164669722605e-08,1.87731058546542e-06,355,0,0,0,0,0,0,0,3,10K_2010
49972,NONFURNITURE,49976,3,1.3136272003315047e-10,3.607862080141009e-10,2.3500908750136537e-07,3,0,0,0,0,0,0,0,4,10K_2018
49973,NONGAMING,49977,752,3.2928255154976385e-08,4.7673079238629386e-08,4.8189041342755895e-06,311,0,0,0,0,0,0,0,3,10K_2010
49974,NONGAS,49978,95,4.159819467716432e-09,5.009844698050625e-09,1.1244414536095477e-06,45,0,0,0,0,0,0,0,2,10K_2018
49975,NONGENERALLY,49979,1,4.378757334438349e-11,2.470539518736974e-11,2.6383754309849444e-08,1,0,0,0,0,0,0,0,5,10K_2018
49976,NONGENUINENESS,49980,512,2.2419237552324347e-08,4.750505232363315e-09,4.172390984791023e-07,301,0,0,0,0,0,0,0,5,10K_2010
49977,NONGOVERNMENT,49981,1265,5.539128028064512e-08,4.612657757160518e-08,3.811291177142376e-06,539,0,0,0,0,0,0,0,4,10K_2010
49978,NONGOVERNMENTAL,49982,43061,1.8855366957824973e-06,2.5185959961177336e-06,1.9805477277528477e-05,31093,0,0,0,0,0,0,0,5,12of12inf
49979,NONGRANULAR,49983,1,4.378757334438349e-11,4.267590677479506e-11,4.5575091220231023e-08,1,0,0,0,0,0,0,0,4,12of12inf
49980,NONGROCERY,49984,7,3.0651301341068443e-10,8.246853845690794e-10,4.656612190693454e-07,7,0,0,0,0,0,0,0,4,10K_2018
49981,NONGROWTH,49985,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,10K_2018
49982,NONGUARANTEED,49986,2017,8.83195354356215e-08,4.8219405726801944e-08,3.950933775378764e-06,520,0,0,0,0,0,0,0,4,10K_2010
49983,NONGUARANTOR,49987,16472,7.212689081286849e-07,9.59729674619608e-07,3.53128132216315e-05,2466,0,0,0,2011,0,0,0,4,10K_2010
49984,NONGUIDANCE,49988,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
49985,NONHARDWARE,49989,8,3.5030058675506787e-10,1.044964308959395e-09,6.324062327271001e-07,7,0,0,0,0,0,0,0,3,10K_2018
49986,NONHAZARDOUS,49990,7799,3.414992845128468e-07,2.3656535235099521e-07,9.27592260240806e-06,3923,0,0,0,0,0,0,0,4,12of12inf
49987,NONHEADCOUNT,49991,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
49988,NONHEALTH,49992,17,7.443887468545192e-10,3.832807200427069e-10,1.887165278571649e-07,9,0,0,0,0,0,0,0,2,10K_2018
49989,NONHEALTHCARE,49993,11,4.816633067882184e-10,1.0213375821436351e-09,5.137468227147433e-07,11,0,0,0,0,0,0,0,3,10K_2018
49990,NONHEDGE,49994,1345,5.88942861481958e-08,2.868884680627828e-08,2.68391085907857e-06,327,0,0,0,0,0,0,0,2,10K_2010
49991,NONHEDGED,49995,148,6.4805608549687565e-09,1.5808909319410166e-08,5.63606692283282e-06,44,0,0,0,0,0,0,0,2,10K_2018
49992,NONHEDGING,49996,199,8.713727095532315e-09,5.598327980967462e-09,7.42231500311999e-07,163,0,0,0,0,0,0,0,3,10K_2012
49993,NONHEREDITARY,49997,3,1.3136272003315047e-10,2.915763090253814e-11,1.8000168662705865e-08,3,0,0,0,0,0,0,0,6,12of12inf
49994,NONHISTORICAL,49998,223,9.76462885579752e-09,2.0587988461810497e-08,2.1916354350917466e-06,223,0,0,0,0,0,0,0,5,10K_2018
49995,NONHOLIDAY,49999,5,2.1893786672191743e-10,1.1036314165193483e-10,5.632198657784718e-08,5,0,0,0,0,0,0,0,4,10K_2018
49996,NONHOME,50000,1,4.378757334438349e-11,1.3251608514742085e-11,1.4151855520287554e-08,1,0,0,0,0,0,0,0,2,10K_2018
49997,NONHOMOGENEOUS,50001,341,1.493156251043477e-08,1.3786452468717393e-08,1.2067646041329172e-06,267,0,0,0,0,0,0,0,6,10K_2010
49998,NONHOSPITAL,50002,194,8.494789228810398e-09,7.300920586836098e-09,1.0052810028475452e-06,98,0,0,0,0,0,0,0,4,10K_2018
49999,NONHOUSING,50003,1,4.378757334438349e-11,7.198016489031962e-12,7.687013185765731e-09,1,0,0,0,0,0,0,0,3,10K_2018
50000,NONHUMAN,50004,673,2.9469036860770093e-08,2.916211548628576e-08,3.9808833641690784e-06,324,0,0,0,0,0,0,0,3,12of12inf
50001,NONHURRICANE,50005,4,1.7515029337753396e-10,4.386916656617346e-10,3.4035831940697255e-07,4,0,0,0,0,0,0,0,4,10K_2018
50002,NONIDENTICAL,50006,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
50003,NONIMPACT,50007,102,4.466332481127116e-09,5.066474485604366e-09,1.6269252937622166e-06,20,0,0,0,0,0,0,0,3,10K_2018
50004,NONIMPAIRED,50008,2617,1.145920794422516e-07,6.907367045145082e-08,3.799434658288772e-06,845,0,0,0,0,0,0,0,3,10K_2012
50005,NONINCENTIVE,50009,1195,5.232615014653827e-08,5.2988974487192523e-08,3.3760043313800104e-06,600,0,0,0,0,0,0,0,4,10K_2010
50006,NONINCLUSIVE,50010,18,7.881763201989027e-10,5.301050537975604e-10,2.107806642704748e-07,10,0,0,0,0,0,0,0,4,12of12inf
50007,NONINCOME,50011,647,2.833055995381612e-08,5.393422486252923e-08,5.614525458723089e-06,409,0,0,0,0,0,0,0,3,10K_2010
50008,NONINCREASING,50012,298,1.3048696856626281e-08,3.161829998244176e-09,2.6654739086125174e-07,242,0,0,0,0,0,0,0,4,10K_2010
50009,NONINCREMENTAL,50013,52,2.276953813907941e-09,5.518838453619442e-09,1.005448240215738e-06,52,0,0,0,0,0,0,0,5,10K_2018
50010,NONINDEPENDENT,50014,62,2.714829547351776e-09,4.828503579831258e-09,1.573768766815558e-06,42,0,0,0,0,0,0,0,5,12of12inf
50011,NONINDUSTRIAL,50015,58,2.539679253974242e-09,3.430889003964052e-09,7.071372958081264e-07,49,0,0,0,0,0,0,0,5,12of12inf
50012,NONINFANT,50016,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
50013,NONINFECTIOUS,50017,469,2.0536371898515856e-08,1.0929069498081286e-08,1.3749957870086737e-06,151,0,0,0,0,0,0,0,4,12of12inf
50014,NONINFERIOR,50018,34,1.4887774937090387e-09,6.108177230708749e-10,2.0838975540112522e-07,20,0,0,0,0,0,0,0,5,10K_2018
50015,NONINFERIORITY,50019,106,4.641482774504651e-09,2.7010086133159907e-09,5.096375302996301e-07,72,0,0,0,0,0,0,0,7,10K_2018
50016,NONINFLAMMATORY,50020,34,1.4887774937090387e-09,1.1774688794963223e-09,3.344814409126652e-07,28,0,0,0,0,0,0,0,6,12of12inf
50017,NONINFLATIONARY,50021,8,3.5030058675506787e-10,2.6350664378830257e-10,1.0659574725317545e-07,8,0,0,0,0,0,0,0,6,12of12inf
50018,NONINFLECTED,50022,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
50019,NONINFRINGEMENT,50023,7263,3.180291452002573e-07,2.57286592221976e-07,8.274788858281827e-06,3994,0,0,0,2011,0,0,0,4,10K_2010
50020,NONINFRINGING,50024,1644,7.198677057816646e-08,6.380111936841052e-08,2.9155366972415216e-06,1150,0,0,0,2011,0,0,0,4,10K_2010
50021,NONINSTITUTIONAL,50025,563,2.4652403792887905e-08,8.28304063159755e-09,1.842367250661937e-06,101,0,0,0,0,0,0,0,6,10K_2018
50022,NONINSURANCE,50026,3255,1.425285512359683e-07,1.3600973424532525e-07,1.0117855093518206e-05,942,0,0,0,0,0,0,0,4,10K_2010
50023,NONINSURED,50027,532,2.3294989019212022e-08,1.8642698891181833e-08,1.408882166986072e-06,445,0,0,0,0,0,0,0,3,10K_2010
50024,NONINTEGRATED,50028,1395,6.108366481541497e-08,2.9039292724104948e-08,2.006708059081032e-06,987,0,0,0,0,0,0,0,5,10K_2010
50025,NONINTELLECTUAL,50029,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
50026,NONINTELLECTUALS,50030,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
50027,NONINTERCHANGEABLE,50031,1,4.378757334438349e-11,2.2667369334443388e-11,2.4207275327306413e-08,1,0,0,0,0,0,0,0,6,12of12inf
50028,NONINTEREST,50032,1208282,5.2907736695698375e-05,6.86224974907716e-05,0.0003934007972779,69002,0,0,0,0,0,0,0,4,10K_2008
50029,NONINTERFERENCE,50033,2221,9.725220039787573e-08,5.655284738811975e-08,2.945586420124809e-06,1081,0,0,0,0,0,0,0,5,12of12inf
50030,NONINTERFERENCES,50034,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
50031,NONINTERVENTION,50035,7,3.0651301341068443e-10,3.046984272072029e-10,2.394402991188932e-07,4,0,0,0,0,0,0,0,5,12of12inf
50032,NONINTERVENTIONS,50036,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
50033,NONINTOXICATING,50037,7,3.0651301341068443e-10,2.0414759740424515e-10,8.86211931115266e-08,7,0,0,0,0,0,0,0,6,12of12inf
50034,NONINTRUSIVE,50038,90,3.940881600994514e-09,3.198122981433332e-09,5.350259444052487e-07,81,0,0,0,0,0,0,0,4,10K_2018
50035,NONINVASIVE,50039,9666,4.232506839468108e-07,3.9129561780540853e-07,2.011984303205584e-05,2275,0,0,0,0,0,0,0,4,12of12inf
50036,NONINVASIVELY,50040,647,2.833055995381612e-08,2.535665759181143e-08,2.3791270674016578e-06,312,0,0,0,0,0,0,0,5,10K_2010
50037,NONINVESTMENT,50041,4517,1.9778846879658025e-07,1.176841835936375e-07,4.975818393533021e-06,1907,0,0,0,0,0,0,0,4,10K_2010
50038,NONIRRITATING,50042,16,7.006011735101357e-10,5.129832035873333e-10,1.5752060670086714e-07,15,0,0,0,0,0,0,0,5,12of12inf
50039,NONISSUANCE,50043,497,2.17624239521586e-08,1.4633450605094125e-08,1.1755329398228143e-06,358,0,0,0,0,0,0,0,4,10K_2010
50040,NONISSUE,50044,8,3.5030058675506787e-10,4.1031722155672544e-10,3.321115484761164e-07,7,0,0,0,0,0,0,0,3,10K_2018
50041,NONJUDGMENTAL,50045,4,1.7515029337753396e-10,4.671173234255217e-10,3.459150121795136e-07,4,0,0,0,0,0,0,0,4,12of12inf
50042,NONJUDICIAL,50046,8689,3.8047022478934813e-07,1.2061543352947694e-07,4.059272512852611e-06,4210,0,0,0,2009,0,0,0,4,12of12inf
50043,NONJUDICIALLY,50047,814,3.5643084702328165e-08,9.389973881187261e-09,8.100694712581373e-07,364,0,0,0,2011,0,0,0,5,10K_2010
50044,NONJURISDICTIONAL,50048,453,1.983577072500572e-08,2.1491816945352312e-08,2.704517882467368e-06,270,0,0,0,2011,0,0,0,6,10K_2010
50045,NONLABOR,50049,188,8.232063788744096e-09,2.129959659939957e-08,3.1645579693745136e-06,143,0,0,0,0,0,0,0,3,10K_2018
50046,NONLASER,50050,3,1.3136272003315047e-10,3.3696656041730446e-10,2.8679509698798e-07,3,0,0,0,0,0,0,0,3,10K_2018
50047,NONLEAD,50051,21,9.195390402320531e-10,1.485921635558917e-09,7.929782165554146e-07,18,0,0,0,0,0,0,0,2,10K_2018
50048,NONLEASE,50052,5710,2.500270437964297e-07,1.968769457901653e-07,5.72047796581612e-06,2755,0,0,0,0,0,0,0,0,10K_2018
50049,NONLEASING,50053,1,4.378757334438349e-11,2.1963307965406025e-11,2.3455383603298092e-08,1,0,0,0,0,0,0,0,3,10K_2018
50050,NONLEGAL,50054,116,5.079358507948485e-09,2.6951982465154717e-09,4.075534692655077e-07,76,0,0,0,0,0,0,0,3,12of12inf
50051,NONLETHAL,50055,21,9.195390402320531e-10,9.41642447484897e-10,3.591447993861509e-07,19,0,0,0,0,0,0,0,3,12of12inf
50052,NONLEVERAGED,50056,351,1.5369438243878604e-08,1.5481405224289833e-08,2.184629635575863e-06,297,0,0,0,0,0,0,0,4,10K_2010
50053,NONLICENSE,50057,15,6.568136001657524e-10,1.189840741049435e-09,7.287275848053715e-07,4,0,0,0,0,0,0,0,3,10K_2018
50054,NONLICENSED,50058,99,4.334969761093966e-09,5.8320345980189165e-09,1.831518603859376e-06,63,0,0,0,0,0,0,0,3,10K_2018
50055,NONLIFE,50059,312,1.3661722883447649e-08,1.2014905697884588e-08,1.602959381211468e-06,192,0,0,0,0,0,0,0,2,10K_2018
50056,NONLINEAR,50060,1911,8.367805266111686e-08,7.381914808392123e-08,4.433520726234991e-06,1037,0,0,0,0,0,0,0,3,12of12inf
50057,NONLINEARITY,50061,248,1.0859318189407106e-08,6.6744208478687585e-09,9.64003912225451e-07,151,0,0,0,0,0,0,0,6,10K_2018
50058,NONLIQUID,50062,124,5.429659094703553e-09,7.488697969494482e-09,1.3277019744063058e-06,110,0,0,0,0,0,0,0,3,10K_2018
50059,NONLISTED,50063,63,2.7586171206961603e-09,1.478729264204457e-09,3.163112174513465e-07,41,0,0,0,0,0,0,0,3,10K_2018
50060,NONLITERARY,50064,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
50061,NONLIVING,50065,17,7.443887468545192e-10,3.8802867749869104e-10,1.7336512395028337e-07,14,0,0,0,0,0,0,0,3,12of12inf
50062,NONLIVINGS,50066,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
50063,NONLOAN,50067,112,4.904208214570951e-09,5.530173760408829e-09,9.6179700681515e-07,57,0,0,0,0,0,0,0,2,10K_2018
50064,NONLOSS,50068,1,4.378757334438349e-11,2.6276459606069684e-11,2.8061548869036125e-08,1,0,0,0,0,0,0,0,2,10K_2018
50065,NONMACHINE,50069,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,10K_2018
50066,NONMAGNETIC,50070,203,8.888877388909849e-09,1.5455723339778572e-08,4.115404173304228e-06,94,0,0,0,0,0,0,0,4,12of12inf
50067,NONMAINTENANCE,50071,5,2.1893786672191743e-10,5.5551585633059607e-11,3.043181561543696e-08,4,0,0,0,0,0,0,0,4,10K_2018
50068,NONMAJOR,50072,700,3.0651301341068445e-08,1.9469256909617812e-08,2.280423416788055e-06,166,0,0,0,0,0,0,0,3,10K_2010
50069,NONMALIGNANT,50073,461,2.0186071311760792e-08,1.312342369827668e-08,1.235724341077066e-06,234,0,0,0,0,0,0,0,4,12of12inf
50070,NONMANAGED,50074,233,1.0202504589241353e-08,1.4417564731540722e-08,3.432264190843285e-06,117,0,0,0,0,0,0,0,3,10K_2018
50071,NONMANAGEMENT,50075,3403,1.4900911209093702e-07,2.384446486425174e-07,1.7302576732149506e-05,1190,0,0,0,0,0,0,0,5,10K_2008
50072,NONMANAGING,50076,695,3.0432363474346534e-08,2.1688880948752725e-08,5.0328490839886126e-06,202,0,0,0,0,0,0,0,4,10K_2010
